label,count,mean,std,min,25%,50%,75%,max
case,248762.0,0.25084221735208934,1.592844848292117,-6.3327680666759525,-0.8230035269906827,0.2487082588949473,1.3227462380128026,8.320527238974742
control,248803.0,0.9172417470661854,1.5886978029329468,-6.009907398305369,-0.15452565959668318,0.9153004108868212,1.9876870721707651,8.13380736046989
